Ёлемент	N	WL	I	Source	Ion
Au,	236571,	278.08299999999997,	25,	c,	1
Au,	236572,	282.555,	20,	c,	2
Au,	236573,	287.238,	20,	c,	1
Au,	236574,	287.342,	20,	c,	1
Au,	236575,	288.34499999999997,	1,	m,	1
Au,	236576,	289.19899999999996,	10,	c,	1
Au,	236577,	290.59000000000003,	20,	c,	1
Au,	236578,	291.354,	25,	c,	2
Au,	236579,	291.48400000000004,	30,	c,	1
Au,	236580,	293.219,	1,	m,	0
Au,	236581,	294.068,	25,	c,	1
Au,	236582,	299.028,	20,	c,	2
Au,	236583,	302.921,	32,	m,	1
Au,	236584,	306.543,	40,	c,	1
Au,	236585,	312.28200000000004,	160,	m,	1
Au,	236586,	317.163,	20,	c,	1
Au,	236587,	322.525,	25,	c,	1
Au,	236588,	330.832,	25,	c,	1
Au,	236589,	330.964,	30,	c,	1
Au,	236590,	332.017,	100,	c,	1
Au,	236591,	332.71500000000003,	45,	c,	1
Au,	236592,	335.519,	12,	c,	1
Au,	236593,	346.723,	70,	c,	1
Au,	236594,	347.15999999999997,	20,	c,	1
Au,	236595,	355.366,	12,	c,	1
Au,	236596,	356.607,	5,	c,	1
Au,	236597,	358.67600000000004,	45,	c,	1
Au,	236598,	359.481,	4,	c,	1
Au,	236599,	359.875,	3,	c,	1
Au,	236600,	365.079,	30,	c,	1
Au,	236601,	367.992,	30,	c,	1
Au,	236602,	370.069,	25,	c,	1
Au,	236603,	379.59499999999997,	90,	c,	1
Au,	236604,	380.188,	30,	c,	1
Au,	236605,	380.40500000000003,	9,	c,	2
Au,	236606,	389.784,	4,	m,	1
Au,	236607,	390.951,	9,	c,	1
Au,	236608,	399.139,	20,	c,	1
Au,	236609,	401.605,	9,	c,	2
Au,	236610,	404.094,	4,	m,	1
Au,	236611,	405.281,	9,	c,	2
Au,	236612,	406.509,	7,	m,	1
Au,	236613,	408.409,	40,	c,	1
Au,	236614,	412.86,	35,	c,	1
Au,	236615,	424.18,	30,	c,	1
Au,	236616,	429.466,	30,	c,	1
Au,	236617,	431.512,	2,	m,	1
Au,	236618,	443.742,	1,	m,	1
Au,	236619,	448.828,	2,	m,	1
Au,	236620,	460.74799999999993,	9,	m,	1
Au,	236621,	466.44300000000004,	25,	c,	1
Au,	236622,	479.26099999999997,	5,	m,	1
Au,	236623,	481.162,	60,	c,	1
Au,	236624,	487.524,	20,	c,	1
Au,	236625,	490.225,	20,	c,	1
Au,	236626,	495.754,	25,	c,	1
Au,	236627,	506.46899999999994,	15,	c,	1
Au,	236628,	514.746,	40,	c,	1
Au,	236629,	523.029,	30,	c,	1
Au,	236630,	526.18000000000006,	25,	c,	1
Au,	236631,	544.696,	70,	c,	1
Au,	236632,	546.587,	35,	c,	1
Au,	236633,	553.18999999999994,	35,	c,	1
Au,	236634,	960.1,	1,	m,	1
B,	236635,	206.577,	700,	s,	3
B,	236636,	206.723,	500,	s,	3
B,	236637,	208.89299999999997,	400,	m,	1
B,	236638,	208.959,	650,	m,	1
B,	236639,	222.031,	20,	s,	2
B,	236640,	223.41199999999998,	20,	s,	3
B,	236641,	223.46300000000002,	40,	s,	3
B,	236642,	239.507,	100,	s,	2
B,	236643,	249.67800000000003,	240,	m,	1
B,	236644,	249.773,	480,	m,	1
B,	236645,	291.807,	20,	s,	2
B,	236646,	317.935,	20,	s,	2
B,	236647,	322.20799999999997,	20,	s,	2
B,	236648,	332.32,	20,	s,	2
B,	236649,	332.36,	40,	s,	2
B,	236650,	345.14099999999996,	500,	s,	2
B,	236651,	412.195,	200,	s,	2
B,	236652,	419.48199999999997,	20,	s,	2
B,	236653,	424.36,	40,	s,	3
B,	236654,	447.20799999999997,	20,	s,	2
B,	236655,	447.282,	40,	s,	2
B,	236656,	448.746,	100,	s,	3
B,	236657,	449.758,	500,	s,	3
B,	236658,	478.429,	20,	s,	2
B,	236659,	494.064,	40,	s,	2
B,	236660,	960.1,	1,	m,	1
Ba,	236661,	213.358,	14,	a,	1
Ba,	236662,	214.14600000000002,	15,	a,	1
Ba,	236663,	215.2,	15,	a,	1
Ba,	236664,	216.51,	13,	a,	1
Ba,	236665,	216.66199999999998,	20,	a,	1
Ba,	236666,	216.68699999999998,	20,	a,	1
Ba,	236667,	218.80599999999998,	20,	a,	1
Ba,	236668,	219.99499999999998,	12,	a,	1
Ba,	236669,	220.64600000000002,	18,	a,	1
Ba,	236670,	222.108,	20,	a,	1
Ba,	236671,	222.97899999999999,	12,	a,	1
Ba,	236672,	223.95700000000002,	15,	a,	1
Ba,	236673,	224.561,	12,	h,	1
Ba,	236674,	225.473,	10,	h,	2
Ba,	236675,	226.35,	20,	a,	1
Ba,	236676,	226.55100000000002,	20,	a,	1
Ba,	236677,	227.67,	20,	a,	1
Ba,	236678,	229.68400000000003,	50,	s,	4
Ba,	236679,	230.42399999999998,	140,	m,	2
Ba,	236680,	231.067,	20,	a,	1
Ba,	236681,	232.34,	20,	a,	1
Ba,	236682,	232.35700000000003,	200,	s,	4
Ba,	236683,	232.738,	20,	a,	1
Ba,	236684,	233.527,	200,	m,	2
Ba,	236685,	234.75799999999998,	19,	m,	2
Ba,	236686,	235.575,	20,	a,	1
Ba,	236687,	237.95,	20,	a,	1
Ba,	236688,	238.488,	100,	s,	4
Ba,	236689,	241.41,	6,	a,	1
Ba,	236690,	242.012,	8,	a,	1
Ba,	236691,	242.743,	10,	a,	1
Ba,	236692,	243.231,	100,	s,	4
Ba,	236693,	243.254,	15,	a,	1
Ba,	236694,	243.887,	6,	a,	1
Ba,	236695,	250.877,	50,	s,	4
Ba,	236696,	251.217,	100,	s,	4
Ba,	236697,	252.85100000000003,	6,	m,	2
Ba,	236698,	254.16199999999998,	100,	s,	4
Ba,	236699,	254.66199999999998,	50,	s,	4
Ba,	236700,	255.95,	200,	s,	4
Ba,	236701,	256.683,	50,	s,	4
Ba,	236702,	257.036,	100,	s,	4
Ba,	236703,	259.664,	40,	h,	1
Ba,	236704,	263.478,	10,	m,	2
Ba,	236705,	264.729,	10,	h,	2
Ba,	236706,	270.26300000000003,	3,	m,	1
Ba,	236707,	277.136,	1,	m,	2
Ba,	236708,	278.528,	50,	h,	1
Ba,	236709,	307.158,	18,	m,	1
Ba,	236710,	318.316,	5,	h,	1
Ba,	236711,	320.37,	2,	h,	1
Ba,	236712,	322.163,	2,	h,	1
Ba,	236713,	322.219,	20,	h,	1
Ba,	236714,	326.196,	40,	h,	1
Ba,	236715,	326.23400000000004,	3,	h,	1
Ba,	236716,	328.15,	25,	h,	1
Ba,	236717,	328.177,	8,	h,	1
Ba,	236718,	331.575,	10,	h,	1
Ba,	236719,	332.28000000000003,	30,	h,	1
Ba,	236720,	335.68,	40,	h,	1
Ba,	236721,	337.70799999999997,	15,	h,	1
Ba,	236722,	342.03200000000004,	8,	h,	1
Ba,	236723,	350.111,	50,	m,	1
Ba,	236724,	352.49699999999996,	20,	h,	1
Ba,	236725,	354.466,	20,	h,	1
Ba,	236726,	354.768,	10,	h,	1
Ba,	236727,	357.967,	10,	h,	1
Ba,	236728,	359.94,	10,	h,	1
Ba,	236729,	361.1,	10,	h,	1
Ba,	236730,	363.06399999999996,	15,	h,	1
Ba,	236731,	363.683,	18,	h,	1
Ba,	236732,	366.25300000000004,	10,	h,	1
Ba,	236733,	388.933,	7,	m,	1
Ba,	236734,	389.179,	140,	m,	2
Ba,	236735,	390.991,	10,	m,	1
Ba,	236736,	393.572,	14,	m,	1
Ba,	236737,	393.787,	3,	m,	1
Ba,	236738,	397.536,	10,	h,	1
Ba,	236739,	399.34000000000003,	18,	m,	1
Ba,	236740,	399.566,	3,	m,	1
Ba,	236741,	413.066,	150,	m,	2
Ba,	236742,	413.24300000000005,	6,	m,	1
Ba,	236743,	416.601,	20,	m,	2
Ba,	236744,	423.956,	10,	h,	1
Ba,	236745,	424.26099999999997,	10,	h,	1
Ba,	236746,	426.442,	15,	h,	1
Ba,	236747,	426.79499999999996,	80,	h,	2
Ba,	236748,	428.31000000000006,	20,	h,	1
Ba,	236749,	430.93199999999996,	80,	h,	2
Ba,	236750,	432.3,	15,	h,	1
Ba,	236751,	432.515,	15,	h,	1
Ba,	236752,	433.291,	20,	h,	1
Ba,	236753,	435.033,	7,	m,	1
Ba,	236754,	435.953,	15,	h,	1
Ba,	236755,	440.254,	10,	m,	1
Ba,	236756,	440.68500000000006,	20,	h,	1
Ba,	236757,	441.366,	10,	h,	1
Ba,	236758,	443.189,	15,	m,	1
Ba,	236759,	446.709,	20,	h,	1
Ba,	236760,	448.89799999999997,	3,	m,	1
Ba,	236761,	449.36400000000003,	3,	m,	1
Ba,	236762,	450.592,	13,	m,	1
Ba,	236763,	452.317,	5,	m,	1
Ba,	236764,	452.495,	13,	m,	2
Ba,	236765,	455.404,	6500,	m,	2
Ba,	236766,	457.38500000000005,	8,	m,	1
Ba,	236767,	457.96400000000006,	14,	m,	1
Ba,	236768,	459.18199999999996,	15,	h,	1
Ba,	236769,	459.975,	4,	m,	1
Ba,	236770,	460.49799999999993,	10,	h,	1
Ba,	236771,	461.992,	2,	m,	1
Ba,	236772,	462.83299999999997,	40,	h,	1
Ba,	236773,	463.633,	20,	h,	1
Ba,	236774,	467.36199999999997,	3,	m,	1
Ba,	236775,	469.162,	13,	m,	1
Ba,	236776,	470.043,	3,	m,	1
Ba,	236777,	470.89399999999995,	80,	h,	2
Ba,	236778,	482.64399999999995,	8,	m,	1
Ba,	236779,	484.346,	80,	h,	2
Ba,	236780,	487.765,	3,	h,	1
Ba,	236781,	489.997,	40,	m,	2
Ba,	236782,	490.28999999999996,	1,	m,	1
Ba,	236783,	493.409,	2000,	m,	2
Ba,	236784,	495.715,	50,	h,	2
Ba,	236785,	501.308,	50,	h,	2
Ba,	236786,	505.49799999999993,	2,	m,	1
Ba,	236787,	515.99399999999991,	6,	m,	1
Ba,	236788,	517.562,	3,	h,	1
Ba,	236789,	526.703,	2,	m,	1
Ba,	236790,	527.763,	10,	h,	1
Ba,	236791,	529.413,	10,	h,	1
Ba,	236792,	530.28100000000006,	20,	h,	1
Ba,	236793,	530.895,	10,	h,	1
Ba,	236794,	536.135,	40,	h,	2
Ba,	236795,	539.16000000000008,	50,	h,	2
Ba,	236796,	540.492,	15,	h,	1
Ba,	236797,	542.455,	22,	m,	1
Ba,	236798,	547.36899999999991,	1,	m,	1
Ba,	236799,	551.905,	32,	m,	1
Ba,	236800,	553.548,	650,	m,	1
Ba,	236801,	559.33,	12,	h,	1
Ba,	236802,	585.368,	280,	m,	2
Ba,	236803,	597.17,	50,	m,	1
Ba,	236804,	598.125,	40,	h,	2
Ba,	236805,	599.70900000000006,	50,	m,	1
Ba,	236806,	601.947,	50,	m,	1
Ba,	236807,	606.312,	110,	m,	1
Ba,	236808,	611.078,	170,	m,	1
Ba,	236809,	614.172,	2000,	m,	2
Ba,	236810,	634.168,	50,	m,	1
Ba,	236811,	645.085,	36,	m,	1
Ba,	236812,	648.29099999999994,	60,	m,	1
Ba,	236813,	649.68999999999994,	1200,	m,	2
Ba,	236814,	649.876,	160,	m,	1
Ba,	236815,	652.731,	70,	m,	1
Ba,	236816,	659.533,	65,	m,	1
Ba,	236817,	665.41000000000008,	50,	h,	1
Ba,	236818,	667.527,	32,	m,	1
Ba,	236819,	669.384,	32,	m,	1
Ba,	236820,	676.962,	10,	h,	2
Ba,	236821,	677.18500000000006,	1,	m,	1
Ba,	236822,	686.569,	6,	m,	1
Ba,	236823,	960.1,	1,	m,	1
Be,	236824,	199.801,	60,	c,	1
Be,	236825,	205.59,	60,	c,	1
Be,	236826,	205.60100000000003,	100,	c,	1
Be,	236827,	217.49899999999997,	110,	m,	1
Be,	236828,	217.51,	110,	m,	1
Be,	236829,	234.86100000000002,	950,	m,	1
Be,	236830,	235.06599999999997,	20,	c,	1
Be,	236831,	235.071,	60,	c,	1
Be,	236832,	235.083,	200,	c,	1
Be,	236833,	245.38400000000002,	20,	c,	2
Be,	236834,	249.454,	70,	m,	1
Be,	236835,	249.458,	70,	m,	1
Be,	236836,	249.473,	100,	m,	1
Be,	236837,	261.799,	5,	c,	2
Be,	236838,	261.813,	20,	c,	2
Be,	236839,	265.04499999999996,	100,	c,	1
Be,	236840,	265.055,	60,	c,	1
Be,	236841,	265.062,	200,	c,	1
Be,	236842,	265.069,	60,	c,	1
Be,	236843,	265.076,	100,	c,	1
Be,	236844,	269.746,	5,	c,	2
Be,	236845,	269.758,	20,	c,	2
Be,	236846,	272.88800000000003,	20,	c,	2
Be,	236847,	273.805,	30,	c,	1
Be,	236848,	289.825,	20,	c,	1
Be,	236849,	298.606,	30,	c,	1
Be,	236850,	301.933,	60,	c,	1
Be,	236851,	301.94899999999996,	30,	c,	1
Be,	236852,	301.95300000000003,	30,	c,	1
Be,	236853,	301.96,	20,	c,	1
Be,	236854,	304.652,	10,	c,	2
Be,	236855,	304.669,	30,	c,	2
Be,	236856,	311.081,	10,	c,	1
Be,	236857,	311.092,	10,	c,	1
Be,	236858,	311.099,	20,	c,	1
Be,	236859,	313.04200000000003,	480,	m,	2
Be,	236860,	313.107,	320,	m,	2
Be,	236861,	319.381,	20,	c,	1
Be,	236862,	319.71,	20,	c,	2
Be,	236863,	319.71500000000003,	30,	c,	2
Be,	236864,	322.963,	60,	c,	1
Be,	236865,	324.162,	10,	c,	2
Be,	236866,	324.183,	30,	c,	2
Be,	236867,	326.902,	15,	c,	1
Be,	236868,	327.45799999999997,	100,	c,	2
Be,	236869,	327.467,	30,	c,	2
Be,	236870,	328.291,	30,	c,	1
Be,	236871,	332.101,	60,	m,	1
Be,	236872,	332.10900000000004,	60,	m,	1
Be,	236873,	332.134,	100,	m,	1
Be,	236874,	334.543,	20,	c,	1
Be,	236875,	336.76300000000003,	60,	c,	1
Be,	236876,	345.518,	300,	c,	1
Be,	236877,	351.554,	300,	c,	1
Be,	236878,	372.092,	0,	,	3
Be,	236879,	372.298,	0,	,	3
Be,	236880,	373.63,	100,	c,	1
Be,	236881,	381.34499999999997,	700,	c,	1
Be,	236882,	386.543,	10,	c,	1
Be,	236883,	386.55,	5,	c,	1
Be,	236884,	386.603,	100,	c,	1
Be,	236885,	425.305,	100,	c,	1
Be,	236886,	425.37600000000003,	60,	c,	1
Be,	236887,	436.066,	300,	c,	2
Be,	236888,	436.099,	500,	c,	2
Be,	236889,	440.794,	400,	c,	1
Be,	236890,	457.26599999999996,	12,	m,	1
Be,	236891,	467.33299999999997,	700,	c,	2
Be,	236892,	467.342,	1000,	c,	2
Be,	236893,	482.816,	200,	c,	2
Be,	236894,	521.833,	20,	c,	2
Be,	236895,	527.081,	500,	c,	2
Be,	236896,	540.304,	20,	c,	2
Be,	236897,	541.021,	20,	c,	2
Be,	236898,	960.1,	1,	m,	1
Bi,	236899,	202.075,	20,	e,	3
Bi,	236900,	202.115,	20,	e,	3
Bi,	236901,	202.121,	1000,	m,	1
Bi,	236902,	202.399,	50,	h,	1
Bi,	236903,	204.196,	100,	h,	0
Bi,	236904,	204.969,	25,	h,	0
Bi,	236905,	205.76799999999997,	40,	h,	1
Bi,	236906,	206.17,	4400,	m,	1
Bi,	236907,	206.47899999999999,	50,	h,	1
Bi,	236908,	206.89899999999997,	45,	e,	2
Bi,	236909,	211.026,	470,	m,	1
Bi,	236910,	213.363,	240,	m,	1
Bi,	236911,	213.458,	100,	h,	1
Bi,	236912,	214.34,	40,	e,	2
Bi,	236913,	215.291,	50,	h,	1
Bi,	236914,	215.353,	40,	h,	0
Bi,	236915,	215.695,	75,	h,	1
Bi,	236916,	216.41,	20,	h,	1
Bi,	236917,	217.72199999999998,	20,	h,	1
Bi,	236918,	218.692,	60,	e,	2
Bi,	236919,	218.959,	25,	h,	1
Bi,	236920,	220.31199999999998,	20,	h,	1
Bi,	236921,	221.35500000000002,	30,	e,	3
Bi,	236922,	221.4,	40,	e,	2
Bi,	236923,	221.41199999999998,	7,	h,	1
Bi,	236924,	222.825,	35,	m,	1
Bi,	236925,	223.061,	160,	m,	1
Bi,	236926,	227.658,	36,	m,	1
Bi,	236927,	228.138,	10,	h,	1
Bi,	236928,	230.973,	18,	h,	0
Bi,	236929,	232.81900000000002,	15,	h,	1
Bi,	236930,	233.379,	12,	h,	1
Bi,	236931,	234.91500000000002,	10,	h,	1
Bi,	236932,	235.44899999999998,	15,	h,	1
Bi,	236933,	240.08800000000002,	20,	m,	1
Bi,	236934,	241.45999999999998,	75,	e,	3
Bi,	236935,	243.045,	30,	h,	1
Bi,	236936,	243.34499999999997,	30,	h,	1
Bi,	236937,	244.80599999999998,	50,	h,	1
Bi,	236938,	249.95100000000002,	25,	h,	0
Bi,	236939,	251.56900000000002,	2,	m,	1
Bi,	236940,	252.44899999999998,	7,	m,	1
Bi,	236941,	253.257,	25,	h,	1
Bi,	236942,	254.45,	20,	e,	2
Bi,	236943,	258.21500000000003,	35,	h,	0
Bi,	236944,	262.791,	70,	m,	1
Bi,	236945,	269.67600000000004,	28,	m,	1
Bi,	236946,	271.33000000000004,	20,	e,	2
Bi,	236947,	273.05100000000004,	14,	m,	1
Bi,	236948,	278.052,	36,	m,	1
Bi,	236949,	279.869,	0,	,	1
Bi,	236950,	280.963,	14,	m,	1
Bi,	236951,	284.74,	30,	e,	3
Bi,	236952,	285.56,	80,	e,	3
Bi,	236953,	286.375,	80,	h,	1
Bi,	236954,	289.798,	400,	m,	1
Bi,	236955,	293.83000000000004,	320,	m,	1
Bi,	236956,	295.04,	20,	e,	2
Bi,	236957,	298.903,	280,	m,	1
Bi,	236958,	299.334,	70,	m,	1
Bi,	236959,	302.464,	240,	m,	1
Bi,	236960,	303.48699999999997,	6,	m,	1
Bi,	236961,	303.518,	60,	h,	1
Bi,	236962,	306.772,	3600,	m,	1
Bi,	236963,	307.666,	14,	m,	1
Bi,	236964,	309.358,	10,	h,	1
Bi,	236965,	311.5,	35,	e,	3
Bi,	236966,	314.46,	8,	h,	1
Bi,	236967,	323.973,	10,	h,	1
Bi,	236968,	330.755,	150,	h,	0
Bi,	236969,	339.721,	55,	m,	1
Bi,	236970,	340.525,	60,	h,	1
Bi,	236971,	345.1,	40,	e,	3
Bi,	236972,	345.528,	5,	e,	2
Bi,	236973,	347.38,	40,	e,	3
Bi,	236974,	348.55,	35,	e,	3
Bi,	236975,	351.085,	50,	m,	1
Bi,	236976,	359.611,	38,	m,	1
Bi,	236977,	361.34000000000003,	5,	e,	3
Bi,	236978,	369.53200000000004,	50,	e,	3
Bi,	236979,	369.568,	50,	e,	3
Bi,	236980,	379.25,	70,	e,	2
Bi,	236981,	384.58000000000004,	10,	e,	2
Bi,	236982,	386.39,	30,	e,	2
Bi,	236983,	388.823,	40,	h,	1
Bi,	236984,	407.921,	40,	e,	2
Bi,	236985,	412.15200000000004,	14,	m,	1
Bi,	236986,	412.184,	14,	m,	1
Bi,	236987,	425.962,	75,	e,	2
Bi,	236988,	427.24899999999997,	25,	e,	2
Bi,	236989,	430.21400000000006,	70,	e,	2
Bi,	236990,	430.81800000000004,	50,	h,	1
Bi,	236991,	430.85299999999995,	50,	h,	1
Bi,	236992,	432.78000000000003,	25,	e,	3
Bi,	236993,	434.059,	25,	e,	2
Bi,	236994,	437.93999999999994,	25,	e,	2
Bi,	236995,	447.712,	25,	e,	2
Bi,	236996,	456.084,	30,	e,	3
Bi,	236997,	456.154,	30,	e,	3
Bi,	236998,	470.535,	60,	e,	2
Bi,	236999,	472.21899999999994,	60,	m,	1
Bi,	237000,	472.23699999999997,	60,	m,	1
Bi,	237001,	472.283,	60,	m,	1
Bi,	237002,	473.03000000000003,	30,	e,	2
Bi,	237003,	474.974,	20,	e,	2
Bi,	237004,	479.73999999999995,	40,	e,	3
Bi,	237005,	499.392,	20,	e,	2
Bi,	237006,	507.95,	45,	e,	3
Bi,	237007,	512.43000000000006,	50,	e,	2
Bi,	237008,	514.448,	60,	e,	2
Bi,	237009,	520.101,	20,	e,	2
Bi,	237010,	520.929,	75,	e,	2
Bi,	237011,	527.034,	40,	e,	2
Bi,	237012,	555.235,	1,	m,	1
Bi,	237013,	960.1,	1,	m,	1
Bk,	237014,	200,	1,	m,	1
Bk,	237015,	368.125,	3000,	s,	1
Bk,	237016,	371.118,	1000,	s,	1
Bk,	237017,	960.1,	1,	m,	1
Br,	237018,	101.554,	2000,	s,	2
Br,	237019,	228.517,	200,	i,	2
Br,	237020,	228.76,	200,	i,	2
Br,	237021,	229.344,	500,	i,	3
Br,	237022,	230.406,	70,	i,	2
Br,	237023,	231.329,	100,	i,	3
Br,	237024,	231.73000000000002,	100,	i,	2
Br,	237025,	233.69299999999998,	500,	i,	2
Br,	237026,	238.64499999999998,	200,	i,	2
Br,	237027,	238.67,	1000,	i,	2
Br,	237028,	238.869,	100,	i,	2
Br,	237029,	238.89600000000002,	800,	i,	2
Br,	237030,	238.969,	1000,	i,	2
Br,	237031,	239.221,	200,	i,	2
Br,	237032,	239.24200000000002,	500,	i,	2
Br,	237033,	252.17,	800,	i,	2
Br,	237034,	252.94899999999998,	200,	i,	3
Br,	237035,	254.148,	500,	i,	2
Br,	237036,	255.109,	200,	i,	3
Br,	237037,	255.692,	500,	i,	2
Br,	237038,	258.914,	1000,	i,	3
Br,	237039,	260.62,	800,	i,	3
Br,	237040,	261.313,	1000,	i,	3
Br,	237041,	262.652,	1000,	i,	3
Br,	237042,	271.377,	500,	i,	2
Br,	237043,	292.69,	600,	i,	1
Br,	237044,	297.226,	1000,	i,	2
Br,	237045,	299.404,	500,	i,	3
Br,	237046,	301.648,	100,	i,	2
Br,	237047,	302.076,	1000,	i,	3
Br,	237048,	307.44,	1000,	i,	1
Br,	237049,	373.58000000000004,	50,	e,	1
Br,	237050,	381.565,	120,	e,	1
Br,	237051,	389.466,	500,	s,	2
Br,	237052,	391.438,	1000,	s,	2
Br,	237053,	392.409,	500,	s,	2
Br,	237054,	398.038,	1000,	s,	2
Br,	237055,	417.963,	500,	s,	2
Br,	237056,	422.389,	2000,	s,	2
Br,	237057,	436.56000000000006,	2000,	s,	2
Br,	237058,	444.174,	1000,	e,	1
Br,	237059,	447.26000000000005,	1000,	e,	1
Br,	237060,	447.77200000000005,	2000,	e,	1
Br,	237061,	452.559,	1500,	e,	1
Br,	237062,	454.29200000000003,	1000,	s,	1
Br,	237063,	467.86899999999997,	1000,	s,	2
Br,	237064,	470.48999999999995,	1000,	s,	2
Br,	237065,	471.976,	200,	s,	2
Br,	237066,	472.03599999999994,	500,	s,	2
Br,	237067,	472.82,	100,	i,	2
Br,	237068,	473.541,	100,	s,	2
Br,	237069,	474.264,	500,	i,	2
Br,	237070,	475.22799999999995,	250,	e,	1
Br,	237071,	476.6,	200,	s,	2
Br,	237072,	477.52,	75,	e,	1
Br,	237073,	477.64,	70,	s,	2
Br,	237074,	477.93999999999994,	500,	s,	2
Br,	237075,	478.03100000000006,	400,	e,	1
Br,	237076,	478.51899999999995,	160,	e,	1
Br,	237077,	478.55,	1000,	s,	2
Br,	237078,	481.66999999999996,	1000,	s,	2
Br,	237079,	481.846,	100,	i,	2
Br,	237080,	483.446,	50,	e,	1
Br,	237081,	484.48100000000005,	200,	i,	2
Br,	237082,	484.875,	200,	s,	2
Br,	237083,	486.66,	70,	i,	2
Br,	237084,	492.09799999999996,	30,	e,	1
Br,	237085,	492.11199999999997,	500,	i,	2
Br,	237086,	492.879,	500,	s,	2
Br,	237087,	493.066,	800,	s,	2
Br,	237088,	494.55100000000004,	100,	i,	2
Br,	237089,	495.47299999999996,	30,	e,	1
Br,	237090,	497.976,	400,	e,	1
Br,	237091,	498.69899999999996,	70,	s,	2
Br,	237092,	635.073,	6000,	e,	1
Br,	237093,	635.294,	500,	s,	2
Br,	237094,	641.03199999999993,	250,	e,	1
Br,	237095,	654.457,	2000,	e,	1
Br,	237096,	655.98,	5000,	e,	1
Br,	237097,	658.217,	2000,	e,	1
Br,	237098,	663.162,	5000,	e,	1
Br,	237099,	668.228,	2000,	e,	1
Br,	237100,	669.213,	1000,	e,	1
Br,	237101,	672.828,	800,	e,	1
Br,	237102,	676.00600000000009,	200,	e,	1
Br,	237103,	700.519,	1000,	e,	1
Br,	237104,	726.045,	200,	e,	1
Br,	237105,	734.851,	1000,	e,	1
Br,	237106,	751.296,	4000,	e,	1
Br,	237107,	780.302,	3000,	e,	1
Br,	237108,	793.868,	3000,	e,	1
Br,	237109,	797.857,	1000,	e,	1
Br,	237110,	798.99399999999991,	3000,	e,	1
Br,	237111,	813.152,	3000,	e,	1
Br,	237112,	815.375,	1000,	e,	1
Br,	237113,	815.4,	2500,	e,	1
Br,	237114,	826.49599999999987,	1500,	e,	1
Br,	237115,	827.244,	7500,	e,	1
Br,	237116,	833.47,	2000,	e,	1
Br,	237117,	834.37000000000012,	1000,	e,	1
Br,	237118,	844.655,	4000,	e,	1
Br,	237119,	863.866,	2000,	e,	1
Br,	237120,	879.347,	1000,	e,	1
Br,	237121,	881.99599999999987,	1500,	e,	1
Br,	237122,	882.52199999999993,	2500,	e,	1
Br,	237123,	888.89799999999991,	400,	e,	1
Br,	237124,	889.76200000000006,	3000,	e,	1
Br,	237125,	916.606,	3000,	e,	1
Br,	237126,	917.36299999999994,	1500,	e,	1
Br,	237127,	917.816,	2000,	e,	1
Br,	237128,	926.542,	4000,	e,	1
Br,	237129,	932.086,	1500,	e,	1
Br,	237130,	960.1,	1,	m,	1
C,	237131,	22.279,	100,	s,	4
C,	237132,	22.279,	100,	s,	4
C,	237133,	24.491,	400,	s,	4
C,	237134,	25.947000000000003,	70,	s,	4
C,	237135,	25.954,	100,	s,	4
C,	237136,	28.913999999999998,	300,	s,	4
C,	237137,	28.923000000000002,	400,	s,	4
C,	237138,	29.686,	70,	s,	4
C,	237139,	29.695,	100,	s,	4
C,	237140,	31.242,	1200,	s,	4
C,	237141,	31.246,	1000,	s,	4
C,	237142,	38.403,	1300,	s,	4
C,	237143,	38.418,	1400,	s,	4
C,	237144,	41.952,	800,	s,	4
C,	237145,	41.971,	1000,	s,	4
C,	237146,	45.073,	300,	s,	3
C,	237147,	46.005,	200,	s,	3
C,	237148,	49.265,	100,	s,	3
C,	237149,	51.153,	400,	s,	3
C,	237150,	53.528999999999996,	400,	s,	3
C,	237151,	53.808000000000007,	400,	s,	3
C,	237152,	53.815,	500,	s,	3
C,	237153,	53.830999999999996,	600,	s,	3
C,	237154,	54.951,	50,	,	2
C,	237155,	56.044000000000004,	50,	,	2
C,	237156,	56.553,	100,	s,	3
C,	237157,	57.428,	500,	s,	3
C,	237158,	59.48,	70,	,	2
C,	237159,	59.503,	100,	,	2
C,	237160,	65.121000000000009,	100,	s,	2
C,	237161,	65.127,	100,	s,	2
C,	237162,	65.134,	200,	s,	2
C,	237163,	68.705,	400,	s,	2
C,	237164,	68.735,	500,	s,	2
C,	237165,	69.053,	100,	s,	3
C,	237166,	85.809,	200,	s,	2
C,	237167,	85.856,	300,	s,	2
C,	237168,	88.452,	200,	s,	3
C,	237169,	90.362,	400,	s,	2
C,	237170,	90.396,	500,	s,	2
C,	237171,	90.414,	600,	s,	2
C,	237172,	90.448000000000008,	400,	s,	2
C,	237173,	97.703,	1500,	s,	3
C,	237174,	100.985,	300,	s,	2
C,	237175,	101.00800000000001,	400,	s,	2
C,	237176,	101.037,	400,	s,	2
C,	237177,	103.633,	600,	s,	2
C,	237178,	103.702,	800,	s,	2
C,	237179,	115.803,	100,	,	1
C,	237180,	118.899,	100,	,	1
C,	237181,	118.94500000000001,	100,	,	1
C,	237182,	118.96300000000001,	200,	,	1
C,	237183,	119.303,	400,	,	1
C,	237184,	119.326,	400,	,	1
C,	237185,	119.33900000000001,	50,	,	1
C,	237186,	119.36800000000001,	100,	,	1
C,	237187,	119.40599999999999,	50,	,	1
C,	237188,	119.449,	50,	,	1
C,	237189,	124.737,	400,	s,	3
