519,	185.711,	189
520,	185.716,	169
521,	185.721,	194
522,	185.725,	253
523,	185.730,	320
524,	185.734,	324
525,	185.739,	395
526,	185.744,	449
527,	185.748,	418
528,	185.753,	434
529,	185.757,	431
530,	185.762,	352
531,	185.767,	367
532,	185.771,	316
533,	185.776,	299
534,	185.780,	392
535,	185.785,	403
536,	185.790,	389
537,	185.794,	430
538,	185.799,	528
539,	185.803,	558
540,	185.808,	500
541,	185.812,	509
542,	185.817,	603
543,	185.822,	589
544,	185.826,	602
545,	185.831,	588
546,	185.835,	717
547,	185.840,	694
548,	185.845,	730
549,	185.849,	760
550,	185.854,	813
551,	185.858,	821
552,	185.863,	752
553,	185.868,	855
554,	185.872,	922
555,	185.877,	903
556,	185.881,	870
557,	185.886,	856
558,	185.891,	901
559,	185.895,	3188
560,	185.900,	3635
561,	185.904,	3686
562,	185.909,	3697
563,	185.914,	3703
564,	185.918,	3622
565,	185.923,	3612
566,	185.927,	3714
567,	185.932,	3722
568,	185.937,	3642
569,	185.941,	3627
570,	185.946,	3705
571,	185.950,	3729
572,	185.955,	3674
573,	185.959,	3700
574,	185.964,	3729
575,	185.969,	3727
576,	185.973,	3715
577,	185.978,	3655
578,	185.982,	3684
579,	185.987,	3743
580,	185.992,	3626
581,	185.996,	3694
582,	186.001,	3677
583,	186.005,	3690
584,	186.010,	3693
585,	186.015,	3645
586,	186.019,	3660
587,	186.024,	3650
588,	186.028,	3687
589,	186.033,	3674
590,	186.038,	3683
591,	186.042,	3740
592,	186.047,	3689
593,	186.051,	3634
594,	186.056,	3718
595,	186.061,	3709
596,	186.065,	2981
597,	186.070,	2413
598,	186.074,	1933
599,	186.079,	1476
600,	186.083,	1116
601,	186.088,	919
602,	186.093,	738
603,	186.097,	536
604,	186.102,	432
605,	186.106,	344
606,	186.111,	351
607,	186.116,	343
608,	186.120,	336
609,	186.125,	258
610,	186.129,	311
611,	186.134,	269
612,	186.139,	268
613,	186.143,	217
614,	186.148,	288
615,	186.152,	230
616,	186.157,	181
617,	186.162,	172
618,	186.166,	235
619,	186.171,	248
620,	186.175,	184
621,	186.180,	204
622,	186.185,	193
623,	186.189,	224
624,	186.194,	162
625,	186.198,	140
626,	186.203,	141
627,	186.207,	115
628,	186.212,	66
629,	186.217,	96
630,	186.221,	110
631,	186.226,	104
632,	186.230,	100
633,	186.235,	76
634,	186.240,	102
635,	186.244,	93
636,	186.249,	114
637,	186.253,	58
638,	186.258,	109
639,	186.263,	113
640,	186.267,	85
641,	186.272,	92
642,	186.276,	97
643,	186.281,	94
644,	186.286,	101
645,	186.290,	104
646,	186.295,	78
647,	186.299,	73
648,	186.304,	35
649,	186.309,	48
650,	186.313,	84
651,	186.318,	107
652,	186.322,	45
653,	186.327,	41
654,	186.331,	84
655,	186.336,	101
656,	186.341,	64
657,	186.345,	84
658,	186.350,	106
659,	186.354,	102
660,	186.359,	46
661,	186.364,	66
662,	186.368,	99
663,	186.373,	74
664,	186.377,	62
665,	186.382,	6
666,	186.387,	80
667,	186.391,	77
668,	186.396,	42
669,	186.400,	14
670,	186.405,	66
671,	186.410,	56
672,	186.414,	27
673,	186.419,	72
674,	186.423,	42
675,	186.428,	76
676,	186.433,	28
677,	186.437,	89
678,	186.442,	86
679,	186.446,	73
680,	186.451,	70
681,	186.456,	98
682,	186.460,	98
683,	186.465,	89
684,	186.469,	91
685,	186.474,	59
686,	186.478,	95
687,	186.483,	94
688,	186.488,	88
689,	186.492,	53
690,	186.497,	88
691,	186.501,	87
692,	186.506,	74
693,	186.511,	14
694,	186.515,	36
695,	186.520,	41
696,	186.524,	49
697,	186.529,	24
698,	186.534,	88
699,	186.538,	71
700,	186.543,	20
701,	186.547,	53
702,	186.552,	84
703,	186.557,	101
704,	186.561,	30
705,	186.566,	99
706,	186.570,	117
707,	186.575,	88
708,	186.580,	92
709,	186.584,	112
710,	186.589,	62
711,	186.593,	110
712,	186.598,	66
713,	186.602,	96
714,	186.607,	80
715,	186.612,	91
716,	186.616,	15
717,	186.621,	83
718,	186.625,	108
719,	186.630,	73
720,	186.635,	92
721,	186.639,	0
722,	186.644,	59
723,	186.648,	72
724,	186.653,	41
725,	186.658,	36
726,	186.662,	51
727,	186.667,	53
728,	186.671,	8
729,	186.676,	25
730,	186.681,	25
731,	186.685,	37
732,	186.690,	-1
733,	186.694,	3
734,	186.699,	77
735,	186.704,	89
736,	186.708,	19
737,	186.713,	69
738,	186.717,	88
739,	186.722,	86
740,	186.726,	20
741,	186.731,	95
742,	186.736,	93
743,	186.740,	98
744,	186.745,	49
745,	186.749,	64
746,	186.754,	78
747,	186.759,	80
748,	186.763,	116
749,	186.768,	85
750,	186.772,	100
751,	186.777,	86
752,	186.782,	70
753,	186.786,	23
754,	186.791,	79
755,	186.795,	84
756,	186.800,	-4
757,	186.805,	56
758,	186.809,	34
759,	186.814,	56
760,	186.818,	66
761,	186.823,	40
762,	186.828,	19
763,	186.832,	26
764,	186.837,	24
765,	186.841,	30
766,	186.846,	71
767,	186.850,	87
768,	186.855,	34
769,	186.860,	78
770,	186.864,	90
771,	186.869,	100
772,	186.873,	70
773,	186.878,	24
774,	186.883,	71
775,	186.887,	127
776,	186.892,	25
777,	186.896,	53
778,	186.901,	107
779,	186.906,	107
780,	186.910,	43
781,	186.915,	81
782,	186.919,	103
783,	186.924,	89
784,	186.929,	76
785,	186.933,	27
786,	186.938,	95
787,	186.942,	86
788,	186.947,	48
789,	186.952,	28
790,	186.956,	108
791,	186.961,	108
792,	186.965,	14
793,	186.970,	11
794,	186.975,	104
795,	186.979,	48
796,	186.984,	18
797,	186.988,	76
798,	186.993,	65
799,	186.997,	95
800,	187.002,	35
801,	187.007,	-2
802,	187.011,	50
803,	187.016,	42
804,	187.020,	3
805,	187.025,	21
806,	187.030,	58
807,	187.034,	30
808,	187.039,	39
809,	187.043,	6
810,	187.048,	74
811,	187.053,	113
812,	187.057,	70
813,	187.062,	43
814,	187.066,	94
815,	187.071,	75
816,	187.076,	62
817,	187.080,	95
818,	187.085,	117
819,	187.089,	54
820,	187.094,	58
821,	187.099,	59
822,	187.103,	85
823,	187.108,	64
824,	187.112,	20
825,	187.117,	80
826,	187.121,	77
827,	187.126,	71
828,	187.131,	72
829,	187.135,	20
830,	187.140,	115
831,	187.144,	110
832,	187.149,	42
833,	187.154,	10
834,	187.158,	100
835,	187.163,	75
836,	187.167,	18
837,	187.172,	90
838,	187.177,	71
839,	187.181,	88
840,	187.186,	32
841,	187.190,	62
842,	187.195,	47
843,	187.200,	81
844,	187.204,	42
845,	187.209,	1
846,	187.213,	46
847,	187.218,	61
848,	187.223,	12
849,	187.227,	-3
850,	187.232,	73
851,	187.236,	69
852,	187.241,	23
853,	187.245,	38
854,	187.250,	77
855,	187.255,	62
856,	187.259,	34
857,	187.264,	36
858,	187.268,	113
859,	187.273,	78
860,	187.278,	94
861,	187.282,	47
862,	187.287,	97
863,	187.291,	113
864,	187.296,	65
865,	187.301,	23
866,	187.305,	95
867,	187.310,	111
868,	187.314,	63
869,	187.319,	58
870,	187.324,	103
871,	187.328,	80
872,	187.333,	61
873,	187.337,	126
874,	187.342,	84
875,	187.347,	135
876,	187.351,	110
877,	187.356,	122
878,	187.360,	115
879,	187.365,	117
880,	187.370,	85
881,	187.374,	96
882,	187.379,	138
883,	187.383,	146
884,	187.388,	106
885,	187.392,	119
886,	187.397,	141
887,	187.402,	145
888,	187.406,	93
889,	187.411,	142
890,	187.415,	123
891,	187.420,	126
892,	187.425,	92
893,	187.429,	61
894,	187.434,	78
895,	187.438,	106
896,	187.443,	33
897,	187.448,	14
898,	187.452,	52
899,	187.457,	29
900,	187.461,	55
901,	187.466,	45
902,	187.471,	58
903,	187.475,	108
904,	187.480,	48
905,	187.484,	112
906,	187.489,	119
907,	187.494,	103
908,	187.498,	24
909,	187.503,	48
910,	187.507,	100
911,	187.512,	133
912,	187.516,	93
913,	187.521,	154
914,	187.526,	260
915,	187.530,	313
916,	187.535,	388
917,	187.539,	607
918,	187.544,	796
919,	187.549,	665
920,	187.553,	351
921,	187.558,	185
922,	187.562,	188
923,	187.567,	155
924,	187.572,	190
925,	187.576,	126
926,	187.581,	204
927,	187.585,	193
928,	187.590,	198
929,	187.595,	275
930,	187.599,	222
931,	187.604,	225
932,	187.608,	179
933,	187.613,	96
934,	187.618,	161
935,	187.622,	202
936,	187.627,	199
937,	187.631,	161
938,	187.636,	224
939,	187.640,	213
940,	187.645,	166
941,	187.650,	152
942,	187.654,	142
943,	187.659,	141
944,	187.663,	108
945,	187.668,	97
946,	187.673,	135
947,	187.677,	156
948,	187.682,	111
949,	187.686,	90
950,	187.691,	95
951,	187.696,	119
952,	187.700,	16
953,	187.705,	78
954,	187.709,	61
955,	187.714,	82
956,	187.719,	26
957,	187.723,	9
958,	187.728,	98
959,	187.732,	82
960,	187.737,	54
961,	187.742,	102
962,	187.746,	119
963,	187.751,	112
964,	187.755,	77
965,	187.760,	47
966,	187.764,	93
967,	187.769,	98
968,	187.774,	42
969,	187.778,	86
970,	187.783,	119
971,	187.787,	107
972,	187.792,	97
973,	187.797,	90
974,	187.801,	111
975,	187.806,	126
976,	187.810,	123
977,	187.815,	62
978,	187.820,	92
979,	187.824,	106
980,	187.829,	59
981,	187.833,	87
982,	187.838,	91
983,	187.843,	76
984,	187.847,	66
985,	187.852,	18
986,	187.856,	63
987,	187.861,	74
988,	187.866,	50
989,	187.870,	45
990,	187.875,	77
991,	187.879,	106
992,	187.884,	71
993,	187.889,	52
994,	187.893,	123
995,	187.898,	186
996,	187.902,	286
997,	187.907,	446
998,	187.911,	373
999,	187.916,	192
1000,	187.921,	121
1001,	187.925,	37
1002,	187.930,	96
1003,	187.934,	83
1004,	187.939,	30
1005,	187.944,	46
1006,	187.948,	83
1007,	187.953,	94
1008,	187.957,	20
1009,	187.962,	47
1010,	187.967,	59
1011,	187.971,	74
1012,	187.976,	66
1013,	187.980,	52
1014,	187.985,	65
1015,	187.990,	93
1016,	187.994,	67
1017,	187.999,	70
1018,	188.003,	84
1019,	188.008,	86
1020,	188.013,	79
1021,	188.017,	47
1022,	188.022,	88
1023,	188.026,	54
1024,	188.031,	39
1025,	188.035,	27
1026,	188.040,	73
1027,	188.045,	13
1028,	188.049,	31
1029,	188.054,	3
1030,	188.058,	8
1031,	188.063,	21
1032,	188.068,	56
1033,	188.072,	2
1034,	188.077,	23
1035,	188.081,	46
1036,	188.086,	0
1037,	188.091,	0
1038,	188.095,	32
1039,	188.100,	24
1040,	188.104,	15
1041,	188.109,	37
1042,	188.114,	30
1043,	188.118,	21
1044,	188.123,	21
1045,	188.127,	34
1046,	188.132,	49
1047,	188.137,	45
1048,	188.141,	4
1049,	188.146,	7
1050,	188.150,	51
1051,	188.155,	16
1052,	188.159,	-3
1053,	188.164,	-3
1054,	188.169,	18
1055,	188.173,	1
1056,	188.178,	61
1057,	188.182,	41
1058,	188.187,	50
1059,	188.192,	50
1060,	188.196,	1
1061,	188.201,	71
1062,	188.205,	35
1063,	188.210,	34
1064,	188.215,	10
1065,	188.219,	10
1066,	188.224,	29
1067,	188.228,	3
1068,	188.233,	40
1069,	188.238,	2
1070,	188.242,	21
1071,	188.247,	30
1072,	188.251,	41
1073,	188.256,	3
1074,	188.261,	-6
1075,	188.265,	24
1076,	188.270,	3
1077,	188.274,	41
1078,	188.279,	52
1079,	188.283,	44
1080,	188.288,	22
1081,	188.293,	35
1082,	188.297,	3
1083,	188.302,	-2
1084,	188.306,	40
1085,	188.311,	30
1086,	188.316,	57
1087,	188.320,	7
1088,	188.325,	-6
1089,	188.329,	8
1090,	188.334,	0
1091,	188.339,	18
1092,	188.343,	1
1093,	188.348,	7
1094,	188.352,	17
1095,	188.357,	21
1096,	188.362,	20
1097,	188.366,	-4
1098,	188.371,	40
1099,	188.375,	3
1100,	188.380,	34
1101,	188.385,	15
1102,	188.389,	71
1103,	188.394,	10
1104,	188.398,	44
1105,	188.403,	53
1106,	188.408,	35
1107,	188.412,	19
1108,	188.417,	0
1109,	188.421,	76
1110,	188.426,	76
1111,	188.430,	54
1112,	188.435,	48
1113,	188.440,	43
1114,	188.444,	26
1115,	188.449,	15
1116,	188.453,	8
1117,	188.458,	28
1118,	188.463,	34
1119,	188.467,	59
1120,	188.472,	11
1121,	188.476,	19
1122,	188.481,	80
1123,	188.486,	101
1124,	188.490,	90
1125,	188.495,	82
1126,	188.499,	92
1127,	188.504,	140
1128,	188.509,	30
1129,	188.513,	41
1130,	188.518,	88
1131,	188.522,	69
1132,	188.527,	8
1133,	188.532,	3
1134,	188.536,	92
1135,	188.541,	59
1136,	188.545,	36
1137,	188.550,	63
1138,	188.554,	85
1139,	188.559,	49
1140,	188.564,	4
1141,	188.568,	49
1142,	188.573,	95
1143,	188.577,	91
1144,	188.582,	69
1145,	188.587,	46
1146,	188.591,	37
1147,	188.596,	49
1148,	188.600,	15
1149,	188.605,	18
1150,	188.610,	36
1151,	188.614,	55
1152,	188.619,	24
1153,	188.623,	74
1154,	188.628,	16
1155,	188.633,	38
1156,	188.637,	11
1157,	188.642,	28
1158,	188.646,	29
1159,	188.651,	39
1160,	188.656,	28
1161,	188.660,	54
1162,	188.665,	71
1163,	188.669,	84
1164,	188.674,	64
1165,	188.678,	37
1166,	188.683,	65
1167,	188.688,	82
1168,	188.692,	76
1169,	188.697,	104
1170,	188.701,	195
1171,	188.706,	374
1172,	188.711,	511
1173,	188.715,	379
1174,	188.720,	133
1175,	188.724,	65
1176,	188.729,	1
1177,	188.734,	38
1178,	188.738,	83
1179,	188.743,	43
1180,	188.747,	30
1181,	188.752,	32
1182,	188.757,	10
1183,	188.761,	2
1184,	188.766,	24
1185,	188.770,	5
1186,	188.775,	50
1187,	188.780,	54
1188,	188.784,	63
1189,	188.789,	15
1190,	188.793,	47
1191,	188.798,	93
1192,	188.802,	7
1193,	188.807,	47
1194,	188.812,	74
1195,	188.816,	40
1196,	188.821,	34
1197,	188.825,	32
1198,	188.830,	17
1199,	188.835,	30
1200,	188.839,	0
1201,	188.844,	-4
1202,	188.848,	54
1203,	188.853,	36
1204,	188.858,	52
1205,	188.862,	39
1206,	188.867,	6
1207,	188.871,	49
1208,	188.876,	71
1209,	188.881,	-1
1210,	188.885,	55
1211,	188.890,	88
1212,	188.894,	92
1213,	188.899,	43
1214,	188.904,	152
1215,	188.908,	152
1216,	188.913,	105
1217,	188.917,	50
1218,	188.922,	48
1219,	188.927,	29
1220,	188.931,	37
1221,	188.936,	27
1222,	188.940,	75
1223,	188.945,	2
1224,	188.949,	30
1225,	188.954,	14
1226,	188.959,	36
1227,	188.963,	4
1228,	188.968,	0
1229,	188.972,	3
1230,	188.977,	28
1231,	188.982,	68
1232,	188.986,	86
1233,	188.991,	42
1234,	188.995,	99
1235,	189.000,	92
1236,	189.005,	39
1237,	189.009,	1
1238,	189.014,	44
1239,	189.018,	42
1240,	189.023,	70
1241,	189.028,	-4
1242,	189.032,	52
1243,	189.037,	67
1244,	189.041,	57
1245,	189.046,	-6
1246,	189.051,	107
1247,	189.055,	88
1248,	189.060,	22
1249,	189.064,	36
1250,	189.069,	108
1251,	189.073,	72
1252,	189.078,	18
1253,	189.083,	57
1254,	189.087,	101
1255,	189.092,	34
1256,	189.096,	79
1257,	189.101,	83
1258,	189.106,	42
1259,	189.110,	61
1260,	189.115,	-1
1261,	189.119,	24
1262,	189.124,	46
1263,	189.129,	32
1264,	189.133,	4
1265,	189.138,	31
1266,	189.142,	45
1267,	189.147,	64
1268,	189.152,	12
1269,	189.156,	3
1270,	189.161,	3
1271,	189.165,	17
1272,	189.170,	3
1273,	189.175,	13
1274,	189.179,	29
1275,	189.184,	57
1276,	189.188,	79
1277,	189.193,	60
1278,	189.197,	84
1279,	189.202,	70
1280,	189.207,	-7
1281,	189.211,	9
1282,	189.216,	58
1283,	189.220,	63
1284,	189.225,	20
1285,	189.230,	26
1286,	189.234,	64
1287,	189.239,	103
1288,	189.243,	99
1289,	189.248,	79
1290,	189.253,	110
1291,	189.257,	123
1292,	189.262,	93
1293,	189.266,	105
1294,	189.271,	76
1295,	189.276,	101
1296,	189.280,	29
1297,	189.285,	-6
1298,	189.289,	89
1299,	189.294,	50
1300,	189.299,	65
1301,	189.303,	21
1302,	189.308,	82
1303,	189.312,	91
1304,	189.317,	69
1305,	189.322,	86
1306,	189.326,	75
1307,	189.331,	94
1308,	189.335,	17
1309,	189.340,	29
1310,	189.344,	59
1311,	189.349,	78
1312,	189.354,	12
1313,	189.358,	37
1314,	189.363,	70
1315,	189.367,	94
1316,	189.372,	26
1317,	189.377,	5
1318,	189.381,	56
1319,	189.386,	109
1320,	189.390,	218
1321,	189.395,	347
1322,	189.400,	570
1323,	189.404,	883
1324,	189.409,	779
1325,	189.413,	434
1326,	189.418,	196
1327,	189.423,	139
1328,	189.427,	82
1329,	189.432,	139
1330,	189.436,	114
1331,	189.441,	87
1332,	189.446,	7
1333,	189.450,	-2
1334,	189.455,	62
1335,	189.459,	99
1336,	189.464,	2
1337,	189.468,	33
1338,	189.473,	95
1339,	189.478,	88
1340,	189.482,	11
1341,	189.487,	35
1342,	189.491,	92
1343,	189.496,	93
1344,	189.501,	10
1345,	189.505,	48
1346,	189.510,	70
1347,	189.514,	54
1348,	189.519,	9
1349,	189.524,	65
